,VIDEO TITLE,VIEWS,LAST STREAMED,VIDEO LINK,LIKES,ABOUT,COMMENTS
725,Second Largest Element in Array | Sample Video for DSA Foundation Course | GeeksforGeeks,82K views,4 years ago,https://www.youtube.com/watch?v=BREO-7lVqR4,1.1K,"GeeksforGeeks presents you the Sample Video for DSA Foundation Course.
DS and Algo Foundation Course Link : ",29
726,Working of List in Python | Sample Video for DS with Python Course | GeeksforGeeks,14K views,4 years ago,https://www.youtube.com/watch?v=2AGU_u7pf8A,251,"GeeksforGeeks presents you the Sample Video for DS with Python Course

Course Link : ",18
727,Introduction to Java | Sample Video for the Java Foundation Course | GeeksforGeeks,43K views,4 years ago,https://www.youtube.com/watch?v=yeX5sFkwLrw,696,"GeeksforGeeks presents you the Java Foundation Course.

Link for the course : ",22
728,Introduction to Python | Sample Video for Python Foundation Course | GeeksforGeeks,217K views,4 years ago,https://www.youtube.com/watch?v=KWnoiOimNbs,1.7K,"GeeksforGeeks presents you the Sample Video for Python Foundation Course.
Link for the course : ",33
729,Last 2 Months Strategy for GATE 2021 | Shilpa Jain | GeeksforGeeks,3.6K views,4 years ago,https://www.youtube.com/watch?v=VgPE3mBd-BU,177,"For all GATE CS 2021 aspirants, GeeksforGeeks presents Last 2 months study plan (strategy) for GATE Exam. Starting from ‘what are the important topics to focus for GATE computer science’ to ‘How to use test series’ everything will be discussed in the video. 


Points Discussed in the video :
Time management - ",13
730,Competitive Programming or Software Development ? | Radhika | GeeksforGeeks |,16K views,4 years ago,https://www.youtube.com/watch?v=uWGWy8OEYLQ,721,"What is important to focus in your college days, Competitive Programming or Software Development ? These are some important tips every beginner needs to know. GeeksforGeeks brought you some expert advise that are important for students.


Check out our courses mentioned in the video -
JAVA Backend Development - ",34
731,Coding Round Contests - Test Series,8.4K views,4 years ago,https://www.youtube.com/watch?v=HvNptfyNUto,282,"A series of weekly contests designed to emulate the hiring process of Flipkart, Adobe, Paytm, Microsoft, Amazon and Google.


Register here: ",22
732,Technical Scripter Event 2020 | GeeksforGeeks,1.8K views,4 years ago,https://www.youtube.com/watch?v=wT7Eo_Sf5h0,67,"The Technical Scripter Event will give you a chance to write and submit Technical Blogs or Articles based on any topic in the computer science world like trending technologies, programming languages, etc.
However, you must remember that the topic should not be already covered on GeeksforGeeks.

To learn more, visit: ",5
733,Importance of DSA (Data Structures & Algorithms) | Radhika Jhunjhunwala | GeeksforGeeks,29K views,4 years ago,https://www.youtube.com/watch?v=ke1WY5tWMWo,1K,Why are Data Structures and Algorithms very important to Learn ? Why Top Product based Companies Like ,20
734,7 Tips for Effective Technical Articles | Akash Kalra | GeeksforGeeks,16K views,4 years ago,https://www.youtube.com/watch?v=J7XNlGDRSz4,630,"Technical Writing is a crucial skill and there are many people who possess good technical skills but are not able to write a technical article in a very effective way. GeekforGeeks brings you 𝟳 𝗧𝗶𝗽𝘀 𝘁𝗼 𝗲𝗳𝗳𝗲𝗰𝘁𝗶𝘃𝗲𝗹𝘆 𝘄𝗿𝗶𝘁𝗲 𝗧𝗲𝗰𝗵𝗻𝗶𝗰𝗮𝗹 𝗔𝗿𝘁𝗶𝗰𝗹𝗲𝘀. 



And GeeksforGeeks also presents 𝐓𝐞𝐜𝐡𝐧𝐢𝐜𝐚𝐥 𝐒𝐜𝐫𝐢𝐩𝐭𝐞𝐫 𝟐𝟎𝟐𝟎 Event for all techies out there. So, if you wish to showcase your technical skills, this is the Golden Opportunity. Also, Winners get Cash Prizes and Exciting Goodies for each participant. 


Event Date - 20 𝙊𝙘𝙩 2020 - 19 𝙅𝙖𝙣 2021.
 
For more details, visit - ",9
735,Complete Interview Preparation to Crack Coding Interviews | GeeksforGeeks,1.9M views,4 years ago,https://www.youtube.com/watch?v=3gKvYR0P2F0,957,"Be it product-based companies (like Amazon, Microsoft, Adobe, etc), startups (like Ola, Swiggy, Zomato, etc) or service-based companies (like TCS, Infosys, Cognizant, etc), this course is here to make you land the job you want!

Course Link for the same - ",39
736,How To Begin With Competitive Coding ? | GeeksforGeeks,116K views,4 years ago,https://www.youtube.com/watch?v=qZNRKB0uR5o,5.1K,"Competitive Programming is a mental sport for the programmers where you compete with numerous other brilliant minds sitting all over the world. And honestly, taking part in it, winning the contests, and feeling like a king of competitive programming is undoubtedly an amazing experience in itself. Also, not just for fun but it helps you to land up your dream job as well in top tech product-based companies like Google, Microsoft, Amazon, etc. 
So, in this video, we're going to discuss how can you begin with Competitive Coding, in detail. 

Check Out the Related Articles:                 

What is Competitive Programming and How to Get Started With It? [",167
737,Remove Common Elements & Concatenate | DSA | Programming Tutorials | GeeksforGeeks,4.3K views,4 years ago,https://www.youtube.com/watch?v=IO1X5-hO450,73,Our courses : ,6
738,Roof Top | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,2.3K views,4 years ago,https://www.youtube.com/watch?v=JYcB0hF88bs,62,Our courses : ,3
739,Minimum Element in a Sorted & Rotated Array | DSA | Programming Tutorials | GeeksforGeeks,12K views,4 years ago,https://www.youtube.com/watch?v=3NDTaC4scMM,201,Our courses : ,14
740,Check if Array is Sorted & Rotated | DSA | Programming Tutorials | GeeksforGeeks,21K views,4 years ago,https://www.youtube.com/watch?v=41YClEVwwd8,286,Our courses : ,7
741,Rearrange an array in Max & Min Form | DSA | Programming Tutorials | GeeksforGeeks,15K views,4 years ago,https://www.youtube.com/watch?v=oK0FKG5kigo,238,Our courses : ,27
742,Minimum Adjacent Absolute Difference in Circular Array | DSA | Programming Tutorials | GeeksforGeeks,2.9K views,4 years ago,https://www.youtube.com/watch?v=G-vouVriEvY,62,Our courses : ,2
743,Finding Number of Pairs | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,8.8K views,4 years ago,https://www.youtube.com/watch?v=CafQe7sfdfY,161,Our courses : ,14
744,Maximum Occurred Integer in N Ranges | DSA | Programming Tutorials | GeeksforGeeks,12K views,4 years ago,https://www.youtube.com/watch?v=czJe_yO1ruI,258,Our courses : ,28
745,Check if String is Isogram | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,4.6K views,4 years ago,https://www.youtube.com/watch?v=Y3T03b8cQ2k,88,Our courses : ,7
746,Frequency of Limited Range Array Elements | DSA | Programming Tutorials | GeeksforGeeks,18K views,4 years ago,https://www.youtube.com/watch?v=B2hI-QPoisk,361,Our courses : ,31
747,Closer To Sort | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,2K views,4 years ago,https://www.youtube.com/watch?v=5qVSEngNtL4,78,Our courses : ,8
748,Top Code Conventions to stand out in an interview | GeeksforGeeks,2.6K views,4 years ago,https://www.youtube.com/watch?v=aC3k8yUkMZM,110,"Learning to code is not just about writing cool apps, knowing about every new framework out there or drinking coffee.Any developer should be  consistent with things as simple as the naming conventions or documenting and defining functions,especially if they are working as part of a team and this video teaches you exactly that.

Our courses : ",13
749,Geek Week | 2020 | Coders’ Paradise,4.9K views,4 years ago,https://www.youtube.com/watch?v=1N_6xyWiphM,92,"Geek Week is back again & how! This month, from 12th-18th October, be a part of the biggest programming festival ever. Challenge yourself each day with coding contests, gain valuable insights from the industry experts themselves, and make yourself ready for never-seen-before excitement & a lot of surprises. Be sure not to miss this. 
No regrets, right?


Our courses : ",8
750,Tips For Coding Interviews | Dos and Don'ts | GeeksforGeeks,8.5K views,4 years ago,https://www.youtube.com/watch?v=sk7wNajoyKY,493,Our courses : ,20
751,Triplet Sum in an Array | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,20K views,4 years ago,https://www.youtube.com/watch?v=o7HykueZVs4,356,Our courses : ,19
752,The Biggest Festival For Programmers !,36K views,4 years ago,https://www.youtube.com/watch?v=wVD7gPanka4,196,"Something bigger and better is coming your way!



We are back with our annual festival and this year it is going to be more challenging. Get ready to join us from 12th-18th October for the biggest festival out there for programmers where we will be hosting multiple events and challenges to test your skills. 



Save the date, Geek!


Please Like, Comment, and Share the Video among your friends.

Follow us on Facebook:",49
753,Minimum Index Character | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,3.6K views,4 years ago,https://www.youtube.com/watch?v=6nWWUYNnpXM,70,Our courses : ,5
754,Pangram Checking | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,5K views,4 years ago,https://www.youtube.com/watch?v=Yv4ARV-Hrow,81,Our courses : ,10
755,Sample Video for the Java Collections Course | GeeksforGeeks,5.6K views,4 years ago,https://www.youtube.com/watch?v=Tf8vkq-Q9A8,174,Link for the Java Foundation and Collections Course : ,13
756,Sample Video for SDE Theory Course | GeeksforGeeks,3.1K views,4 years ago,https://www.youtube.com/watch?v=t83Yah6invc,109,Course Link : ,12
757,Sample Video for Object Oriented Design Course  | GeeksforGeeks,2.2K views,4 years ago,https://www.youtube.com/watch?v=JHZOr_Fg2zk,68,Course Link : ,1
758,Case-Specific Sorting of Strings |Data Structures & Algorithms| Programming Tutorials|GeeksforGeeks,2.6K views,4 years ago,https://www.youtube.com/watch?v=icb4ydeBN9g,68,Our courses : ,7
759,Vertical Width of Binary Tree |Data Structures & Algorithms| Programming Tutorials | GeeksforGeeks,2.6K views,4 years ago,https://www.youtube.com/watch?v=_eCUwPPbZXk,86,Our courses : ,15
760,Machine learning and Data science fundamentals | GeeksforGeeks,4K views,4 years ago,https://www.youtube.com/watch?v=ZqjBPYX_2bk,149,"In this video ,you will learn about basic concepts of machine learning and data science.

Visit machine learning course : ",0
